CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
925,41,F,0,Graduate,Married,Less than $40K,Blue,32,6,0,1,17620.376687149885,2457,15163.376687149885,1.4128492312528889,5060,86,1.87691712439438,0.03469693244684602
926,48,M,2,Graduate,Divorced,Less than $40K,Blue,29,5,2,2,18478.78339025179,1176,17302.78339025179,0.0,3438,42,0.7929929052116194,0.1797543097681946
927,59,F,2,High School,Single,Less than $40K,Blue,34,3,1,4,8885.36157851749,0,8885.36157851749,0.0,1915,39,0.16907211395116667,0.1684057822027336
928,49,F,5,Graduate,Unknown,Unknown,Blue,55,4,2,5,9886.810839691288,0,9886.810839691288,0.6198743971210046,4131,79,1.9581574992035895,0.0
929,49,F,4,Unknown,Single,Less than $40K,Blue,41,4,5,1,19590.09541979436,90,19500.09541979436,1.3358199887351954,692,12,3.390154066655972,0.7960331098980765
930,46,F,4,Graduate,Married,Less than $40K,Blue,36,3,3,3,15182.488555898377,52,15130.488555898377,0.33149351146193273,2004,60,1.2845419522725847,0.6290684292726133
931,49,M,5,Graduate,Single,Less than $40K,Blue,38,4,3,6,1438.3,0,1438.3,1.3513194523895706,3201,82,0.0,0.0
932,44,F,0,High School,Single,$80K - $120K,Silver,23,5,6,3,1438.3,2320,3.0,1.4646041591380805,5618,71,0.0,0.3611318531332123
933,36,F,2,Unknown,Married,Less than $40K,Blue,50,1,4,4,5792.244308563687,922,4870.244308563687,0.17972710304843298,5677,88,1.6002336573710911,0.6467134555426234
934,41,M,2,Graduate,Married,Less than $40K,Blue,42,3,2,6,7430.9348341796485,64,7366.9348341796485,0.018528261484433317,4944,79,0.0,0.4112778037785698
935,38,M,0,Unknown,Single,Less than $40K,Blue,45,6,3,2,5503.774762918599,2076,3427.7747629185988,0.5348305146374578,850,10,0.0,0.0
936,49,M,2,Post-Graduate,Single,$120K +,Gold,45,2,2,2,5525.970940176877,120,5405.970940176877,0.4211989824174036,656,10,2.7966087093657563,0.10338071992590714
937,35,M,4,Unknown,Unknown,Less than $40K,Blue,31,6,1,6,23645.126015970745,1082,22563.126015970745,0.0,8975,91,0.1386739427444052,0.0
938,44,M,1,Graduate,Married,$40K - $60K,Blue,18,3,1,2,21467.499947060016,0,21467.499947060016,0.3480967836755124,2197,29,1.6228293253195996,0.6801419497660257
939,57,M,2,Uneducated,Unknown,Unknown,Blue,45,5,0,3,25536.17442952354,160,25376.17442952354,2.5313528338139593,4780,68,0.07874943944515911,0.4032522460543599
940,56,F,3,Doctorate,Married,$120K +,Blue,17,5,0,2,1438.3,1300,138.29999999999995,0.0,1943,29,2.233139405067493,0.029496024820962113
941,43,F,0,Graduate,Married,Less than $40K,Blue,42,2,6,1,15583.621466368815,910,14673.621466368815,0.0,3455,44,1.375323570153679,0.38193510456616664
942,50,F,1,Graduate,Married,Less than $40K,Blue,32,3,2,3,14876.098612492804,0,14876.098612492804,0.0,7233,101,1.3364406679458094,0.0
943,41,M,1,Post-Graduate,Unknown,$40K - $60K,Blue,42,4,3,0,1438.3,1921,3.0,0.0,687,10,0.931861964043118,0.3174503941142529
944,34,M,2,Uneducated,Married,$60K - $80K,Blue,39,4,3,3,21388.356042110303,0,21388.356042110303,0.0,4209,66,0.9110507020619674,0.3254026358090753
945,37,F,2,Unknown,Single,$60K - $80K,Blue,45,2,5,4,10981.971279379015,754,10227.971279379015,0.0,6410,88,1.9866460578005332,0.1742482402222821
946,37,M,4,Doctorate,Married,Less than $40K,Blue,33,3,5,4,1438.3,0,1438.3,0.6077486941604712,3274,56,0.025880908721018447,0.25363435223843034
947,35,F,3,Uneducated,Married,Less than $40K,Blue,31,4,6,2,22749.915290764366,0,22749.915290764366,0.46775614874146476,1792,23,0.0,0.0
948,37,F,3,College,Divorced,Less than $40K,Blue,26,4,4,2,1438.3,1421,17.299999999999955,0.10594954103098242,5327,63,0.5243307839857536,0.22686938883087113
949,46,F,4,Unknown,Single,Less than $40K,Silver,13,6,4,0,15542.866528570903,548,14994.866528570903,0.0,10429,115,0.5589285859744466,0.0
950,52,F,2,Uneducated,Married,Less than $40K,Blue,30,6,1,2,8604.181805736025,44,8560.181805736025,2.1846882695971503,5830,65,0.11350483414949702,0.0
951,52,F,2,Unknown,Single,$60K - $80K,Blue,56,5,1,0,3408.510679810329,0,3408.510679810329,0.025632918647790937,2170,27,0.0,0.40252670586696504
952,46,F,5,College,Single,$80K - $120K,Blue,16,5,3,4,9713.767775542476,995,8718.767775542476,0.0,3713,47,0.5161838360616141,0.4205465101425262
953,43,M,1,High School,Married,Less than $40K,Blue,37,1,1,4,10042.082447018702,919,9123.082447018702,0.0,6285,75,1.7096840918890055,0.0
954,37,F,2,High School,Married,Unknown,Blue,48,2,2,2,1438.3,1061,377.29999999999995,0.7110544244848819,1509,28,0.025630303260325338,0.10627688340451351
955,39,F,0,Post-Graduate,Married,Less than $40K,Blue,38,4,3,5,1438.3,1706,3.0,0.8361978322194009,2948,40,1.0837230208463358,0.22581499535198718
956,42,F,2,Graduate,Single,$40K - $60K,Blue,44,3,5,6,17454.015923505714,880,16574.015923505714,0.0,4590,76,0.0,0.8995596913831794
957,41,F,2,Graduate,Unknown,Less than $40K,Blue,48,6,2,3,1438.3,2517,3.0,0.7775216602554337,3984,77,1.8007611156108099,0.03696307337650509
958,44,F,3,Uneducated,Married,$80K - $120K,Blue,40,4,0,3,9304.769631569,239,9065.769631569,2.6149397813404756,5371,54,0.48944018400950956,0.16181824037581993
959,44,M,2,Graduate,Single,Less than $40K,Blue,19,3,3,3,31952.482545525778,261,31691.482545525778,1.3922167734189221,4173,95,1.1149818008686652,0.0
960,35,F,0,High School,Married,Less than $40K,Blue,32,3,4,4,1438.3,600,838.3,0.5908728955993559,5615,59,1.0814839485232746,0.07701667021164392
961,47,M,5,Graduate,Married,$60K - $80K,Blue,46,5,3,6,5707.09981673874,758,4949.09981673874,1.3660592069233144,3947,59,1.1494554982927423,0.4938996927645684
962,48,M,1,College,Single,Less than $40K,Blue,33,4,0,3,3371.965337894352,1237,2134.965337894352,3.2978424255114227,5593,73,0.2619245104964389,0.20372023239151382
963,37,M,1,Graduate,Married,Less than $40K,Silver,24,2,0,4,12691.385285548276,182,12509.385285548276,1.88219754449099,3365,56,0.5711132086673606,0.14966771613829127
964,40,F,1,College,Single,Less than $40K,Blue,51,4,2,3,3305.1848134311285,2108,1197.1848134311285,0.0,5960,77,0.07599664107743109,0.0
965,52,F,1,Doctorate,Married,$40K - $60K,Blue,38,3,1,1,30460.56675927332,446,30014.56675927332,1.1002632982614777,2724,39,0.950272362407675,0.45915226164146333
966,46,F,0,College,Married,Unknown,Blue,35,2,6,2,16738.825085717515,1355,15383.825085717515,0.0,3366,58,1.1750953095314236,0.6798615897052632
967,44,F,3,Graduate,Married,Less than $40K,Blue,53,6,3,1,12054.627784729342,1922,10132.627784729342,0.27863066655182533,3013,48,1.4178488998248207,0.0
968,49,F,0,Doctorate,Married,Less than $40K,Silver,54,5,4,4,4966.442087067035,0,4966.442087067035,0.0,3386,61,0.0,0.4276547754717407
969,31,M,2,Unknown,Married,Less than $40K,Blue,39,3,6,1,7687.978030125057,1355,6332.978030125057,0.4700571891021411,3812,67,0.0,0.16190407715656863
970,40,F,5,High School,Single,Unknown,Blue,45,3,2,6,7576.513185894736,1065,6511.513185894736,0.28753321986964403,1021,16,2.062966095587464,0.10630046135373633
971,44,F,2,Graduate,Divorced,$120K +,Blue,19,2,3,2,2464.2099943736366,1236,1228.2099943736366,0.24122912924308337,5936,69,1.3916270832830766,0.18103497053466514
972,39,F,1,College,Married,Unknown,Blue,30,1,0,2,12571.035248884451,1219,11352.035248884451,2.269880048275497,2787,38,0.0,0.3955601763180804
973,40,F,1,Graduate,Married,$40K - $60K,Blue,26,6,0,4,15491.811132369321,0,15491.811132369321,0.0,6403,88,0.5740165408163027,0.21980833967710844
974,50,F,1,Post-Graduate,Divorced,$80K - $120K,Blue,43,4,0,6,24607.423375544753,983,23624.423375544753,0.8447564153214643,2629,39,2.09130922675605,0.45747821082371876
975,54,F,0,Graduate,Married,$120K +,Blue,36,3,5,2,5979.618134921481,290,5689.618134921481,1.6418121189710417,7081,93,0.0,0.0
976,42,M,2,Unknown,Married,Less than $40K,Blue,42,4,0,2,24072.421580963353,1864,22208.421580963353,1.0102302017965572,5384,69,1.3307009771573368,0.0
977,50,F,1,Uneducated,Married,Less than $40K,Silver,48,4,4,4,1438.3,772,666.3,0.0,3189,87,1.1149325174030316,0.2228871300493394
978,40,F,5,Uneducated,Married,$60K - $80K,Blue,36,2,1,2,1438.3,0,1438.3,1.0860073389146288,1943,34,0.0,0.3348220575094125
979,50,M,1,Graduate,Married,$60K - $80K,Silver,50,5,6,1,1438.3,623,815.3,0.0,3790,42,0.0,0.038790863172686915
980,49,F,5,Graduate,Single,Less than $40K,Blue,35,4,1,4,1438.3,346,1092.3,0.0,3555,60,0.03747538760198765,0.2863833328411033
981,51,M,4,Graduate,Married,Less than $40K,Blue,18,4,4,5,18888.186952893313,1318,17570.186952893313,1.5204695142385751,2772,39,1.4966855219940218,0.0
982,55,F,5,High School,Single,Less than $40K,Blue,41,5,2,3,4089.0592271995547,1248,2841.0592271995547,1.78975442870943,4035,50,0.0,0.6565411416608123
983,64,M,1,High School,Married,Less than $40K,Blue,39,3,3,4,1438.3,753,685.3,1.0097879930188847,7472,96,0.0,0.6140748523308863
984,43,M,0,High School,Married,Less than $40K,Blue,46,2,2,4,16245.474274022745,0,16245.474274022745,0.0,3140,69,1.6797484665885234,0.0
985,54,M,4,College,Married,$120K +,Blue,50,5,5,5,22643.14609377802,0,22643.14609377802,3.3340635287133153,889,10,0.702246069875498,0.8388845323179758
986,40,M,0,Unknown,Single,$120K +,Blue,37,2,5,0,15178.68609609159,63,15115.68609609159,0.35983459677432716,6704,90,1.1806901144217314,0.0
987,62,F,1,High School,Single,Unknown,Silver,34,1,1,1,2682.1260383938297,49,2633.1260383938297,1.9092180223013475,2887,29,1.1027878060576581,0.0
988,39,F,0,Graduate,Divorced,$80K - $120K,Blue,37,3,2,4,13237.999973067577,1907,11330.999973067577,1.0363923338448213,1192,28,0.0,0.0
989,40,M,4,College,Married,$60K - $80K,Blue,29,5,6,4,13379.48749900941,813,12566.48749900941,0.8125167232327483,7737,90,1.8512320592691545,0.03956849832688457
990,41,M,3,Unknown,Married,Less than $40K,Blue,34,3,4,6,9373.238363855678,1660,7713.2383638556785,1.5741815438238738,6968,82,1.8621194816599296,0.4944209618648026
991,30,M,2,Uneducated,Divorced,$40K - $60K,Blue,56,1,2,4,1758.8816401701843,1934,3.0,1.7286492203769959,2752,41,0.6898116540161157,0.0
992,26,M,5,Uneducated,Single,$60K - $80K,Blue,34,3,3,2,12080.203733748778,791,11289.203733748778,0.0,3026,38,0.35845722729066104,0.05240153981077862
993,35,F,1,High School,Married,$120K +,Blue,42,3,6,3,1438.3,768,670.3,0.7580051153480856,7044,73,0.0,0.0
994,49,F,1,Unknown,Married,Unknown,Blue,30,2,5,3,1438.3,1324,114.29999999999995,0.0,3543,63,0.6257933460245831,0.8228218497144266
995,44,M,3,Post-Graduate,Single,Unknown,Blue,40,3,4,3,1438.3,1101,337.29999999999995,1.2419753462506335,1158,19,0.0,0.0
996,32,F,1,High School,Unknown,Unknown,Blue,30,3,6,5,15596.763572955359,1540,14056.763572955359,1.1424307052922007,5829,78,0.0,0.35042825964216545
997,68,M,2,High School,Single,Unknown,Blue,46,3,4,4,1438.3,2517,3.0,0.0,4434,46,1.665891660032385,0.6395413558979632
998,37,M,3,High School,Married,Unknown,Blue,39,3,2,3,8909.211721759444,536,8373.211721759444,0.0,1070,16,2.0771091623499083,0.6511192586709671
999,38,F,2,Graduate,Divorced,$40K - $60K,Blue,41,1,2,2,11973.859880675525,1604,10369.859880675525,0.0,2537,42,0.06399783106287782,0.5560975681235434
1000,58,F,1,High School,Single,Unknown,Blue,44,5,6,4,26530.85377421524,0,26530.85377421524,2.190331031759729,6966,111,0.19431218162517883,0.5597377169485989
1001,42,F,2,College,Married,$80K - $120K,Blue,39,4,6,3,15707.360183927292,1262,14445.360183927292,0.0,1499,27,0.12486875440225653,0.4881412871597689
1002,54,M,3,Graduate,Single,$40K - $60K,Blue,39,4,3,2,7373.500593212635,39,7334.500593212635,3.361172678422207,1105,28,0.34043118969559194,0.08299384781635771
1003,48,F,1,Uneducated,Married,$60K - $80K,Blue,26,6,4,2,14761.989229552484,423,14338.989229552484,1.8418522406419942,5912,77,2.4839159682033802,0.3935119973088229
1004,35,F,5,Graduate,Single,$40K - $60K,Blue,39,3,3,2,14603.474048016855,0,14603.474048016855,1.5513838367435118,6074,75,1.7019723035484122,0.09492665723270902
1005,40,M,5,College,Married,Less than $40K,Blue,47,4,4,3,15504.183477862605,0,15504.183477862605,0.0,4306,76,0.9347274026486807,0.47728195466347223
1006,49,M,4,Uneducated,Married,Unknown,Blue,38,3,6,6,16305.179101046639,0,16305.179101046639,1.66605501421424,3671,62,0.3791033183377921,0.3868288384813331
1007,52,M,2,Doctorate,Single,$60K - $80K,Blue,45,2,1,2,15843.0556720573,533,15310.0556720573,0.8197528024314257,5711,73,0.661438632293802,0.31846284478902104
1008,40,F,4,High School,Single,$60K - $80K,Blue,42,5,1,3,16375.959015542492,0,16375.959015542492,0.06207776070237914,3401,47,0.16905956958754653,0.0
1009,50,F,3,Graduate,Married,Less than $40K,Blue,32,2,4,4,1438.3,1195,243.29999999999995,0.0,6075,82,0.7234629611658133,0.11419216112559016
1010,58,M,2,Post-Graduate,Single,$40K - $60K,Blue,35,2,5,0,1438.3,0,1438.3,0.189883351454178,5630,77,0.0,0.26933188532949026
1011,55,M,0,High School,Single,$40K - $60K,Blue,38,3,0,1,13349.706695644576,1560,11789.706695644576,0.8999217206546567,2362,30,0.0,0.09457327166578107
1012,47,F,1,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,11204.617090124864,0,11204.617090124864,0.0,3281,63,0.030541341405114997,0.12515746041746784
1013,59,M,0,Graduate,Divorced,Unknown,Blue,31,1,5,5,2987.464318435588,859,2128.464318435588,1.4084314351642335,3958,60,0.8832445175695789,0.41959791333319885
1014,39,F,3,Unknown,Married,$40K - $60K,Blue,37,2,3,2,1438.3,915,523.3,1.7940201541493639,5704,101,0.7554378866317759,0.0
1015,50,F,0,College,Married,$40K - $60K,Blue,36,5,2,2,9264.09143860724,263,9001.09143860724,3.327282390988114,3378,59,0.0,0.20687995522134095
1016,46,F,4,Doctorate,Single,Unknown,Blue,42,1,0,6,1828.049396088164,866,962.049396088164,0.3768184189902906,4885,95,0.0,0.0
1017,51,F,4,High School,Single,Less than $40K,Blue,40,5,6,0,17638.89875637101,0,17638.89875637101,0.3563086711728094,8096,108,1.9888322577132862,0.0
1018,43,F,2,Graduate,Married,Less than $40K,Blue,40,3,6,6,11813.89588658584,39,11774.89588658584,1.999447423520039,2368,52,0.7064393717237335,0.45752792285955296
1019,53,M,3,Graduate,Married,$80K - $120K,Blue,45,5,1,0,10604.783040015041,420,10184.783040015041,0.20523670130842037,2688,42,1.2775001125660959,0.2193355507036827
1020,38,F,1,Unknown,Married,$40K - $60K,Blue,36,2,0,3,2466.7842419150775,945,1521.7842419150775,0.0,5146,61,0.560292634065226,0.0
1021,33,F,0,Unknown,Single,$60K - $80K,Blue,39,4,5,0,16354.18627123101,852,15502.18627123101,0.0,2309,42,0.5951418043167471,0.0
1022,56,F,5,High School,Single,$80K - $120K,Silver,36,3,2,1,2378.298980036693,940,1438.2989800366931,0.14085943434653536,3550,57,0.0,0.3713338286834757
1023,48,M,3,College,Single,Unknown,Blue,21,4,2,3,17299.894827022275,103,17196.894827022275,0.0,8237,116,0.0,0.40856141636952403
1024,43,M,3,Unknown,Single,Less than $40K,Blue,25,3,0,5,13631.834649764753,1228,12403.834649764753,2.0132027525126075,995,17,0.7193623810952012,0.0
1025,35,F,5,Uneducated,Married,Less than $40K,Blue,49,4,4,0,12213.58250825484,617,11596.58250825484,0.0,5948,82,2.6455991547125497,0.0
1026,59,M,2,Graduate,Single,$40K - $60K,Blue,23,4,5,4,18651.407778308334,203,18448.407778308334,2.085607169853264,3744,78,0.5552461015978327,0.044751994152789146
1027,45,M,2,Graduate,Single,$40K - $60K,Blue,50,5,0,3,3487.0284005025687,0,3487.0284005025687,0.2647925784949031,6265,111,2.1073395904278924,0.0
1028,52,M,5,College,Single,Less than $40K,Blue,41,5,0,6,1438.3,0,1438.3,0.0,1306,19,1.4034019943384466,0.792888794229697
1029,52,F,3,High School,Single,$80K - $120K,Blue,38,3,0,2,6081.589459533251,1099,4982.589459533251,0.7434913045371624,3917,68,0.5685398621310622,0.5963751280092178
1030,34,M,3,High School,Single,$40K - $60K,Blue,56,1,4,3,16595.6169629886,0,16595.6169629886,0.0,3298,29,1.6543539674101733,0.2987910276183072
1031,40,M,1,Uneducated,Married,$80K - $120K,Blue,38,3,5,4,1438.3,1930,3.0,2.3619745284932785,3642,49,0.0987611632947557,0.17362385856782955
1032,40,F,2,Graduate,Married,Less than $40K,Silver,31,2,4,2,10363.190798975924,0,10363.190798975924,0.23350051186965398,7581,94,0.0,0.2980325330291165
1033,27,F,2,Graduate,Married,$60K - $80K,Blue,29,3,4,6,1438.3,1604,3.0,1.504941272682649,3057,43,0.0,0.16260022720545977
1034,37,M,3,Graduate,Married,Unknown,Blue,26,2,5,3,10057.433534729827,2341,7716.433534729827,1.8911037090653562,1384,37,0.0,0.09489685004564244
1035,52,M,4,Graduate,Single,Less than $40K,Blue,34,3,0,2,1438.3,1489,3.0,1.5156955389892548,2677,34,0.7031251873617816,0.0
1036,42,F,5,High School,Single,Less than $40K,Blue,37,3,3,0,12572.45221651499,1388,11184.45221651499,0.9554195670944792,7026,66,0.5424517986821045,0.2768006870394437
1037,46,F,4,High School,Single,Less than $40K,Blue,33,4,2,3,2740.270918781327,604,2136.270918781327,0.0,10671,130,0.0,0.5856197373964247
1038,66,M,3,High School,Married,Less than $40K,Blue,28,1,4,6,1438.3,0,1438.3,0.0,7288,86,0.18564266332306362,0.35686345234937156
1039,45,M,2,College,Married,Unknown,Blue,37,3,3,3,1438.3,1046,392.29999999999995,0.0,3289,48,1.233393878813755,0.0
1040,39,F,1,Graduate,Single,$40K - $60K,Silver,42,5,4,3,27031.410633869113,997,26034.410633869113,0.7009247902665988,642,14,1.8080400307803686,0.2571527398949882
1041,35,M,1,Graduate,Married,$60K - $80K,Blue,18,3,0,3,1438.3,169,1269.3,3.033935586052075,2907,47,0.0,0.0
1042,35,F,3,Unknown,Unknown,Less than $40K,Platinum,30,4,1,2,25589.904996165835,0,25589.904996165835,1.3475288569553587,1324,25,0.0,0.0
1043,63,M,0,Graduate,Married,$80K - $120K,Blue,43,3,4,4,15807.03212719206,504,15303.03212719206,0.0,2323,60,2.809185743720266,0.0
1044,48,M,2,High School,Married,$40K - $60K,Blue,48,4,1,6,6041.7659711790675,363,5678.7659711790675,0.0,3566,66,0.736252687967577,0.0
1045,50,F,2,College,Married,Unknown,Blue,36,4,4,3,10959.579487759223,0,10959.579487759223,0.0,3327,50,1.3754734321310056,0.0
1046,38,F,3,High School,Single,Less than $40K,Blue,28,4,4,1,23587.85741841493,13,23574.85741841493,0.8484323989287655,1906,24,0.5164606934906999,0.0
1047,44,F,1,Post-Graduate,Married,$80K - $120K,Blue,46,4,2,6,1438.3,777,661.3,0.6488945707001754,1118,15,0.08166465580564286,0.6455799168010798
1048,53,F,3,Unknown,Married,Less than $40K,Blue,32,4,3,4,12799.366900856297,846,11953.366900856297,0.0,822,10,0.6833973166320356,0.43632557417683465
1049,53,F,4,High School,Divorced,Less than $40K,Blue,38,3,0,6,5831.321210700544,1184,4647.321210700544,0.11174036700996837,3442,47,0.041508380615458695,0.0834079550762869
1050,59,M,5,High School,Married,Less than $40K,Blue,41,3,3,3,1438.3,397,1041.3,0.772971483120676,1188,23,0.0,0.20367338318316242
1051,60,M,3,Uneducated,Married,$60K - $80K,Blue,34,1,0,5,12816.211753494501,274,12542.211753494501,2.0131015090755917,3758,43,1.139152647661152,0.2815650227508988
1052,37,M,1,High School,Married,$60K - $80K,Blue,45,2,0,0,2460.621506762456,1377,1083.6215067624562,0.4512669170789,3097,75,1.134044898033419,0.3528952319959954
1053,55,M,5,Graduate,Single,$120K +,Gold,32,2,2,3,1438.3,2046,3.0,0.06653941844734379,5416,62,2.703680285586741,0.4009946123096888
1054,56,F,3,Unknown,Single,$60K - $80K,Silver,40,3,4,2,17254.6454501153,159,17095.6454501153,1.2731766627211831,2961,37,1.6421459283790345,0.11811178950701877
1055,35,M,3,Uneducated,Married,Unknown,Blue,27,3,4,4,1438.3,0,1438.3,0.46127035284117185,1858,32,2.047211955061466,0.02583306086769685
1056,49,M,4,Graduate,Unknown,Less than $40K,Blue,42,6,2,2,21097.362553498715,780,20317.362553498715,1.6265235886007376,2672,40,0.35611949934909387,0.1814100167734413
1057,59,F,2,Graduate,Single,$80K - $120K,Blue,38,2,4,6,6392.225153819172,566,5826.225153819172,2.7737982350803367,1214,39,1.1460535690216216,0.0
1058,53,F,4,High School,Single,$80K - $120K,Blue,49,2,6,3,13261.800952854739,860,12401.800952854739,1.1757309257364452,2246,28,0.5793218490800449,0.4456986531476521
1059,33,F,2,Unknown,Married,Less than $40K,Blue,30,6,4,1,4420.443136035171,0,4420.443136035171,0.0,1035,18,2.0615917450950163,0.45517310082227647
1060,26,F,0,Graduate,Single,Less than $40K,Blue,45,1,3,6,6176.585454349057,0,6176.585454349057,0.0700845068520295,2381,50,1.235366368998394,0.34990169239996116
1061,27,F,3,High School,Married,Unknown,Blue,33,4,4,3,13455.841468013683,989,12466.841468013683,2.3276693601719325,670,10,0.0,0.23867846666990694
1062,41,M,4,Doctorate,Married,$40K - $60K,Blue,32,6,0,0,1438.3,400,1038.3,0.3003949339441392,4398,66,0.0,0.5322378958506573
1063,39,F,3,Unknown,Unknown,Less than $40K,Blue,46,2,5,3,1438.3,1715,3.0,1.5277162010824368,4582,71,0.6528106316436929,0.6306752706745007
1064,39,F,5,Unknown,Married,Less than $40K,Blue,49,6,6,0,2721.234091186093,804,1917.2340911860929,1.5242149100855347,4002,40,0.0,0.0
1065,53,M,2,Graduate,Married,Less than $40K,Blue,33,4,5,0,1438.3,0,1438.3,1.353909324982334,2726,43,0.5779583164767187,0.0
1066,32,F,1,Post-Graduate,Single,$40K - $60K,Blue,34,5,1,4,1438.3,0,1438.3,1.6612703736423495,2016,48,0.09468804891888893,0.07939996213397664
1067,52,F,1,Graduate,Unknown,Less than $40K,Blue,27,4,6,1,3114.4006783605937,822,2292.4006783605937,0.0,1443,30,0.46295590043779605,0.015308607464561835
1068,50,F,1,Uneducated,Married,Less than $40K,Blue,35,1,3,3,1438.3,0,1438.3,0.09085416929426082,609,12,1.879205732759085,0.06946272016932281
1069,52,M,5,Graduate,Married,$40K - $60K,Blue,43,3,3,1,12754.031214242645,825,11929.031214242645,0.15527205355251705,5339,66,0.0,0.21369402739685214
1070,41,F,1,Uneducated,Unknown,$80K - $120K,Blue,29,3,5,6,1438.3,0,1438.3,0.4855854170492743,5727,95,0.0,0.4432161645040138
1071,47,F,0,Graduate,Single,$60K - $80K,Blue,29,3,3,3,7177.227914192387,823,6354.227914192387,1.3617798109844017,4897,43,0.7766279358405909,0.574899404228541
1072,48,M,2,Post-Graduate,Single,$40K - $60K,Blue,35,5,4,2,12676.650788286492,2517,10159.650788286492,0.6272947687085138,7252,109,1.2785082609542948,0.11905457193771135
1073,53,F,1,High School,Married,Less than $40K,Blue,26,3,2,4,7860.509313267378,0,7860.509313267378,0.0,3741,53,3.0205580979504094,0.749462242196917
1074,44,F,2,Graduate,Single,Less than $40K,Blue,33,2,5,0,16387.596052789,1228,15159.596052788998,1.5394764204550562,1920,53,0.0,0.0
1075,45,F,0,Graduate,Divorced,$60K - $80K,Gold,48,3,1,4,1438.3,757,681.3,0.7021850539404658,2905,43,0.25817042232854137,0.42678297481552097
1076,36,M,1,Uneducated,Married,Unknown,Blue,28,4,0,1,13419.081853355845,0,13419.081853355845,0.5125008417113172,1735,39,0.0,0.0
1077,32,M,4,Uneducated,Single,Less than $40K,Blue,38,3,3,4,1438.3,2293,3.0,0.09689834166320765,3213,55,1.1294342409432145,0.0
1078,40,M,3,Post-Graduate,Single,$120K +,Platinum,35,4,2,2,1438.3,2339,3.0,2.423723486731233,1382,51,0.036476266121911904,0.0
1079,49,F,0,High School,Single,$60K - $80K,Blue,41,3,3,0,8134.265585115346,1942,6192.265585115346,0.0,2693,39,1.167057608035765,0.0
1080,31,F,4,Uneducated,Single,Less than $40K,Blue,47,4,2,6,1438.3,1639,3.0,0.93461271747072,1799,30,0.0,0.25078507398879635
1081,42,M,1,Graduate,Divorced,Less than $40K,Blue,38,3,3,6,2709.6918539010476,1469,1240.6918539010476,2.607671599951199,7914,109,0.0,0.36741663254818946
1082,48,M,4,College,Single,$40K - $60K,Blue,41,3,2,2,9083.685095174833,501,8582.685095174833,0.0,1941,23,0.8176984879861653,0.33519164558722614
1083,47,M,3,Uneducated,Unknown,$40K - $60K,Blue,27,2,6,3,12688.766256821926,1172,11516.766256821926,0.5511913653183945,1637,25,0.7623091779177109,0.6656755804797736
1084,47,F,5,Uneducated,Single,Less than $40K,Blue,17,5,6,6,3563.321290815059,744,2819.321290815059,0.8544492672302281,5607,98,0.3214813197342568,0.6999538187768359
1085,42,F,3,Uneducated,Single,Less than $40K,Blue,33,5,4,3,1438.3,425,1013.3,1.315116553616765,5787,81,0.0,0.4058769911450544
1086,35,F,2,Post-Graduate,Married,Less than $40K,Blue,22,2,1,6,1438.3,1094,344.29999999999995,2.3850667515757333,2543,49,0.6185944106179486,0.04540849162957175
1087,35,F,2,Uneducated,Single,$120K +,Blue,19,4,3,3,11994.026839269689,0,11994.026839269689,0.0,3830,53,0.9968561005676282,0.0
1088,49,M,3,Graduate,Single,$60K - $80K,Blue,29,4,2,2,1438.3,49,1389.3,0.6670778513815652,2038,33,0.9164177307330477,0.5212283204057092
1089,55,F,2,High School,Single,Less than $40K,Blue,23,3,5,4,22822.351266701276,891,21931.351266701276,0.0025287790321887327,4039,58,0.0,0.41116603644504945
1090,48,M,3,High School,Single,$40K - $60K,Blue,49,5,4,2,1438.3,0,1438.3,0.49305375014061015,889,18,1.7358157268333594,0.0
1091,42,F,2,High School,Single,$80K - $120K,Blue,34,6,5,4,1438.3,1474,3.0,2.4575420704909936,638,10,1.923140188022792,0.3547968502552772
1092,36,M,0,Graduate,Single,$80K - $120K,Blue,31,2,3,5,20480.754594971233,831,19649.754594971233,2.104543592684676,2209,32,1.1436564201155655,0.5543951283571512
1093,46,F,4,Doctorate,Married,$60K - $80K,Gold,32,5,1,2,16403.764228314605,0,16403.764228314605,0.0,2592,43,1.2456849942185877,0.0
1094,61,M,2,Post-Graduate,Single,$80K - $120K,Blue,50,2,4,3,9532.364286094791,796,8736.364286094791,0.0,4833,58,2.092079420850098,0.4871892281058579
1095,42,F,1,Graduate,Unknown,Less than $40K,Blue,47,2,3,0,9915.402978080385,139,9776.402978080385,1.8282361392078164,2440,54,0.5842350095134639,0.0
1096,56,F,5,Graduate,Single,$120K +,Blue,24,3,3,3,1438.3,1790,3.0,1.5190360972385757,2915,35,0.6340629255581096,0.0
1097,58,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,1,8528.149118691717,1806,6722.149118691717,1.1224600202856945,5283,53,1.0955128982579425,0.12171240827095989
